"","q1","q2","q3","q4","q5","q7","q8","q9","q10","q11","q12","partyid","scale","likely","educ","racer","phonetyp","age","hisp","gender3","party2","county","race.st","smp","regionw","age4","agew","turnout3","partyw","region","likelyyn","rv.weight","turnout.score","lv.weight"
"64","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Real threat","Support","Fair","Republican","Eight","Somewhat likely","Bachelors' degree","Caucasian/White","Cell Phone only",38,"No","Female","Republican","Alachua","White","Cell","North/Panhandle",2,"30 to 44","High","Republican","North/Panhandle",0,1.11755192279816,0.951169951,0.531490903265163
"65","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Not","Support","Fair","Republican","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",65,"No","Male","Republican","Bay","White","Landline","North/Panhandle",4,"65+","High","Republican","North/Panhandle",1,0.893746376037598,0.99342087,0.890806339240108
"66","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Not","Support","Fair","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",41,"No","Female","Non-Partisan","Manatee","White","Landline","Bay Area",2,"30 to 44","Middle","Other","Bay Area",1,0.939129233360291,0.702262548,0.799322260840587
"67","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Marco Rubio, the Republican","Approve","Support","Support","Real threat","Oppose","Good","Republican","Seven","Somewhat likely","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",46,"No","Male","Non-Partisan","Alachua","White","Cell","North/Panhandle",3,"45 to 64","Low","Other","North/Panhandle",0,0.994643807411194,0.342225041,0.170196009383168
"68","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Support","Oppose","Real threat","Oppose","Fair","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","African American/Black","Landline and Cell Phone",30,"No","Male","Democratic","Brevard","Black","Landline","Central",2,"30 to 44","High","Democratic","Central",1,1.30099737644196,0.92685092,1.25341399585738
"69","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","[DO NOT READ] Don't know/No opinion","Support","Good","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",33,"No","Female","Registered Independent","Brevard","White","Cell","Central",2,"30 to 44","Low","Other","Central",1,1.99184215068817,0.205610495,1.20069290162244
"70","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Support","Real threat","Oppose","Fair","Democrat","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",73,"No","Female","Republican","Suwannee","White","Landline","North/Panhandle",4,"65+","High","Republican","North/Panhandle",1,1.07154166698456,0.995986552,1.06939137860442
"71","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","[DO NOT READ] Don't know/No opinion","Support","Good","Independent (No party)","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",75,"No","Male","Non-Partisan","Brevard","White","Cell","Central",4,"65+","High","Other","Central",1,1.15271198749542,0.957574118,1.12825957611469
"72","Unfavorable","Unfavorable","[DO NOT READ] Someone else (specify)","Gary Johnson, the Libertarian","Marco Rubio, the Republican","Disapprove","Support","Oppose","Not","Support","Fair","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",62,"No","Male","Non-Partisan","Brevard","White","Landline","Central",3,"45 to 64","High","Other","Central",1,1.0957258939743,0.966961976,1.07762558478303
"73","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","[DO NOT READ] Don't know/No opinion","Support","Fair","Republican","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Landline and Cell Phone",67,"No","Female","Republican","Brevard","White","Cell","Central",4,"65+","High","Republican","Central",1,1.63127303123474,0.993042844,1.62559852075629
"74","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Support","Not","Support","Fair","Republican","Ten (definitely will vote)","Very likely","High school","Caucasian/White","Landline and Cell Phone",61,"No","Male","Republican","Brevard","White","Landline","Central",3,"45 to 64","High","Republican","Central",1,1.29334890842438,0.994846816,1.29001647597372
"75","Unfavorable","Unfavorable","[DO NOT READ] Don't know/No opinion","Gary Johnson, the Libertarian","Patrick Murphy, the Democrat","Disapprove","Oppose","Support","Real threat","Support","Poor","or as a member of another political party","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline only",79,"No","Male","Democratic","Brevard","White","Landline","Central",4,"65+","Low","Democratic","Central",1,1.51263928413391,0.220947396,0.923426497525301
"76","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Oppose","Support","Real threat","Oppose","Fair","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","Hispanic/Latino","Landline and Cell Phone",77,"Yes","Female","Democratic","Broward","White","Cell","Southeast",4,"65+","High","Democratic","Southeast",1,1.12646043300629,0.995729523,1.12405517075777
"77","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Not","Support","Good","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",54,"No","Male","Republican","Brevard","White","Landline","Central",3,"45 to 64","High","Republican","Central",1,1.29334890842438,0.994088272,1.28952594494653
"78","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Support","Support","Real threat","Oppose","Good","Democrat","Ten (definitely will vote)","Almost certain","High school","African American/Black","Landline and Cell Phone",74,"No","Male","Democratic","Broward","Black","Landline","Southeast",4,"65+","Middle","Democratic","Southeast",1,0.864290595054626,0.843202876,0.796531455252219
"79","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Not","Support","Good","Republican","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Landline and Cell Phone",67,"No","Male","Republican","Broward","White","Landline","Southeast",4,"65+","High","Republican","Southeast",1,1.16789269447327,0.994136814,1.1644689084254
"80","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Not","Support","Good","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",57,"No","Male","Republican","Broward","White","Landline","Southeast",3,"45 to 64","High","Republican","Southeast",1,1.11015665531158,0.995128534,1.10745261011107
"81","Unfavorable","Favorable","Donald Trump, the Republican","Gary Johnson, the Libertarian","Marco Rubio, the Republican","Disapprove","Support","Oppose","Real threat","Support","Good","Republican","Ten (definitely will vote)","Very likely","Bachelors' degree","Caucasian/White","Landline and Cell Phone",68,"No","Male","Republican","Broward","White","Landline","Southeast",4,"65+","High","Republican","Southeast",1,1.16789269447327,0.995795108,1.16543726314934
"82","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Support","Support","Real threat","Oppose","Poor","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",63,"No","Male","Democratic","Broward","White","Cell","Southeast",3,"45 to 64","High","Democratic","Southeast",1,0.893105924129486,0.996077776,0.891354443384405
"83","Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Support","Real threat","Oppose","Good","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",78,"No","Female","Democratic","Broward","White","Landline","Southeast",4,"65+","High","Democratic","Southeast",1,1.12646043300629,0.964670827,1.10656197468539
"84","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Support","Support","[DO NOT READ] Don't know/No opinion","Oppose","Poor","Democrat","Eight","Almost certain","Some college or trade school","African American/Black","Cell Phone only",59,"No","Male","Democratic","Broward","Black","Cell","Southeast",3,"45 to 64","High","Democratic","Southeast",1,1.017817735672,0.95526766,0.486144183330944
"85","Unfavorable","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Won't vote","[DO NOT READ] Won't vote","Marco Rubio, the Republican","Disapprove","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Real threat","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Independent (No party)","Eight","Somewhat likely","Some college or trade school","[DO NOT READ] Refused","Landline and Cell Phone",62,"No","Female","Republican","Broward","White","Landline","Southeast",3,"45 to 64","Low","Republican","Southeast",0,1.83933079242706,0.423933648,0.389877106356168
"86","[DO NOT READ] Don't know/No opinion","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Real threat","Oppose","Fair","Democrat","Ten (definitely will vote)","Almost certain","Bachelors' degree","African American/Black","Landline and Cell Phone",38,"No","Male","Democratic","Palm Beach","Black","Cell","Southeast",2,"30 to 44","High","Democratic","Southeast",1,1.11671757698059,0.994355258,1.11356578567613
"87","Favorable","Unfavorable","Hillary Clinton, the Democrat","Jill Stein, the Green Party candidate","Patrick Murphy, the Democrat","Disapprove","Oppose","Support","Real threat","Oppose","Fair","Democrat","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Cell Phone only",42,"No","Male","Democratic","Broward","White","Cell","Southeast",2,"30 to 44","Middle","Democratic","Southeast",1,0.790951013565063,0.652790333,0.653638094152969
"88","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Patrick Murphy, the Democrat","Approve","Support","Support","Real threat","Oppose","Poor","Independent (No party)","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",48,"No","Male","Democratic","Broward","White","Cell","Southeast",3,"45 to 64","High","Democratic","Southeast",1,0.893105924129486,0.99408293,0.890463638994242
"89","Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Jill Stein, the Green Party candidate","Marco Rubio, the Republican","Approve","Oppose","Oppose","Real threat","Oppose","Poor","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","[DO NOT READ] Other/Something else (specify)","Cell Phone only",46,"No","Female","Democratic","Broward","White","Cell","Southeast",3,"45 to 64","Middle","Democratic","Southeast",1,0.86431211233139,0.6705777,0.721950270350358
"90","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Not","Support","Good","Republican","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",79,"No","Male","Republican","Broward","White","Landline","Southeast",4,"65+","High","Republican","Southeast",1,1.16789269447327,0.995100926,1.16503189810612
"91","[DO NOT READ] Don't know/No opinion","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Marco Rubio, the Republican","Approve","Support","Support","Real threat","Oppose","Poor","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Hispanic/Latino","Cell Phone only",40,"Yes","Female","Non-Partisan","Broward","Other","Cell","Southeast",2,"30 to 44","Middle","Other","Southeast",1,0.735797166824341,0.791656097,0.65914773968018
"92","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Marco Rubio, the Republican","Disapprove","Support","Oppose","Real threat","Oppose","Fair","Republican","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",74,"No","Female","Republican","Broward","White","Landline","Southeast",4,"65+","Low","Republican","Southeast",1,1.93498885631561,0.278764864,1.23719788084397
