"","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","q13","partyid","scale","likely","educ","racer","phonetyp","age","hisp","gender","party2","county","racest","smp","region","age4","turnout3","race.st","partyw","regionw","rv.weight","likelyyn","turnout.score","lv.weight"
"60","Favorable","Unfavorable","[DO NOT READ] Won't vote","Gary Johnson, the Libertarian","[DO NOT READ] Won't vote","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Approve","Oppose","Support","Real threat","Oppose","Oppose","Independent (No party)","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Cell Phone Only",34,"No","F","Non-Partisan","Buncombe","White","Cell","Western",2,"Low","White","Other","Western",0.591370284557343,1,0.452931233,0.42961017835073
"61","[DO NOT READ] Don't know/No opinion","Unfavorable","Hillary Clinton, the Democrat","Gary Johnson, the Libertarian","Deborah Ross, the Democrat","Roy Cooper, the Democrat","[DO NOT READ] Don't know/No opinion","Approve","[DO NOT READ] Don't know/No opinion","Support","Real threat","Oppose","Oppose","[DO NOT READ] Refused","Three","Not at all likely","High school","Caucasian/White","Cell Phone Only",32,"No","M","Republican","Guilford","White","Cell","Piedmont-Triad",2,"Low","White","Republican","Piedmont-Triad",0.740140020847321,0,0.422846298,0.156482733908466
"62","Unfavorable","Unfavorable","[DO NOT READ] Don't know/No opinion","Gary Johnson, the Libertarian","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Oppose","Approve","Oppose","Support","Real threat","Oppose","Oppose","Independent (No party)","Eight","Almost certain","Some college or trade school","Caucasian/White","Cell Phone Only",41,"No","M","Non-Partisan","Guilford","White","Cell","Piedmont-Triad",2,"Low","White","Other","Piedmont-Triad",0.608412563800812,0,0.400020658,0.121688797053534
"63","Favorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Disapprove","Support","Support","Real threat","Support","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Landline and Cell Phone",46,"No","F","Democratic","Guilford","White","Landline","Piedmont-Triad",3,"High","White","Democratic","Piedmont-Triad",1.06524693965912,1,0.969187128,1.04883528085906
"64","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Not","Oppose","Support","Republican","Ten (definitely will vote)","Almost certain","Graduate or Professional degree","Caucasian/White","Cell Phone Only",55,"No","F","Republican","Guilford","White","Cell","Piedmont-Triad",1,"High","White","Republican","Piedmont-Triad",1.6048356294632,1,0.958613256,1.57162616878386
"65","Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","[DO NOT READ] Don't know/No opinion","Roy Cooper, the Democrat","Favor","Approve","[DO NOT READ] Don't know/No opinion","Support","Real threat","Oppose","Oppose","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone Only",53,"No","F","Non-Partisan","Lee","White","Cell","North Central",3,"High","White","Other","North Central",1.31815731525421,1,0.969780739,1.29824044527985
"66","Unfavorable","Unfavorable","Donald Trump, the Republican","Gary Johnson, the Libertarian","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Not","Oppose","Support","Republican","Nine","Almost certain","Some college or trade school","Caucasian/White","Cell Phone Only",30,"No","M","Non-Partisan","Pasquotank","White","Cell","East/ South Central",1,"Low","White","Other","East/ South Central",0.552064657211304,1,0.330806235,0.36734554396997
"67","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Support","Real threat","Oppose","Support","Independent (No party)","Ten (definitely will vote)","Very likely","Some college or trade school","African American/Black","Landline and Cell Phone",21,"No","F","Democratic","Cumberland","Black","Landline","East/ South Central",1,"Low","Black","Democratic","East/ South Central",0.941965103149414,1,0.480151847,0.697125693618075
"68","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Roy Cooper, the Democrat","Favor","Disapprove","Support","Support","Real threat","Oppose","Support","Independent (No party)","Nine","Very likely","Graduate or Professional degree","Caucasian/White","Landline Only",0,"No","F","Non-Partisan","Iredell","White","Cell","Southwest",4,"Low","White","Other","Southwest",0.761893033981323,1,0.499398408,0.571190601108943
"69","Unfavorable","Unfavorable","Donald Trump, the Republican","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Pat McCrory, the Republican","[DO NOT READ] Don't know/No opinion","Disapprove","Support","[DO NOT READ] Don't know/No opinion","Not","Support","Support","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","[DO NOT READ] Other/Something else (specify)","Cell Phone Only",52,"No","M","Non-Partisan","New Hanover","White","Cell","East/ South Central",3,"Middle","White","Other","East/ South Central",0.647470891475677,1,0.796548618,0.581606467637928
"70","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Disapprove","Support","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Very likely","Some college or trade school","Hispanic/Latino","Cell Phone Only",24,"Yes","F","Non-Partisan","Cumberland","Hispanic","Cell","East/ South Central",1,"Low","Hispanic","Other","East/ South Central",0.531000077724457,1,0.321290312,0.350802629184286
"71","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Richard Burr, the Republican","Roy Cooper, the Democrat","Favor","Approve","Support","Support","Real threat","Oppose","Oppose","Independent (No party)","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Cell Phone Only",21,"No","M","Republican","Johnston","White","Cell","North Central",1,"Middle","White","Republican","North Central",1.86943626403809,1,0.816247138,1.69767913211629
"72","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Oppose","Oppose","Not","Support","Support","Republican","Ten (definitely will vote)","Almost certain","Bachelors' degree","Caucasian/White","Landline and Cell Phone",57,"No","M","Republican","Johnston","White","Landline","North Central",1,"Low","White","Republican","North Central",1.14727652072906,1,0.393881675,0.799583859201001
"73","Favorable","Unfavorable","[DO NOT READ] Won't vote","Gary Johnson, the Libertarian","[DO NOT READ] Don't know/No opinion","Roy Cooper, the Democrat","Favor","[DO NOT READ] Don't know/No opinion","Oppose","Oppose","Real threat","Oppose","Oppose","Independent (No party)","Five","Not at all likely","High school","Caucasian/White","Landline and Cell Phone",92,"No","F","Non-Partisan","Rowan","White","Landline","Southwest",4,"Low","White","Other","Southwest",0.761893033981323,0,0.204876943,0.0780471578475443
"74","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Deborah Ross, the Democrat","Pat McCrory, the Republican","Favor","Approve","Oppose","Oppose","Not","Support","Support","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",21,"No","F","Democratic","Robeson","Other","Landline","East/ South Central",1,"Low","Other","Democratic","East/ South Central",1.011225938797,1,0.23304575,0.623443923061699
"75","Favorable","Unfavorable","[DO NOT READ] Won't vote","Gary Johnson, the Libertarian","Richard Burr, the Republican","Pat McCrory, the Republican","Favor","Disapprove","Oppose","Oppose","Real threat","Oppose","Support","or as a member of another political party","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",49,"No","F","Libertarian","Pitt","White","Cell","East/ South Central",3,"Low","White","Other","East/ South Central",0.524405777454376,1,0.460366809,0.382912395921106
"76","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Not","Oppose","Support","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",21,"No","M","Republican","Yadkin","White","Landline","Piedmont-Triad",1,"High","White","Republican","Piedmont-Triad",1.21601402759552,1,0.958142479,1.19056436124733
"77","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Support","Real threat","Oppose","Oppose","Democrat","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",21,"No","M","Non-Partisan","Wake","White","Landline","North Central",1,"Low","White","Other","North Central",0.943088233470917,1,0.322681292,0.623702581558655
"78","Favorable","Unfavorable","Hillary Clinton, the Democrat","Hillary Clinton, the Democrat","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Approve","Oppose","Support","Real threat","Oppose","Oppose","Democrat","Eight","Almost certain","High school","Caucasian/White","Cell Phone Only",20,"No","F","Non-Partisan","Surry","Other","Cell","Piedmont-Triad",1,"Low","Other","Other","Piedmont-Triad",1.10915291309357,0,0.399082293,0.221321643922505
"79","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","[DO NOT READ] Won't vote","[DO NOT READ] Don't know/No opinion","Oppose","Disapprove","Oppose","Oppose","Not","Oppose","[DO NOT READ] Don't know/No opinion","Independent (No party)","One (definitely will NOT vote)","Not at all likely","Some college or trade school","Caucasian/White","Landline and Cell Phone",21,"No","M","Non-Partisan","Granville","White","Landline","North Central",1,"Low","White","Other","North Central",0.943088233470917,0,0.322681292,0.152158464823197
"80","Unfavorable","Unfavorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Favor","Disapprove","Oppose","Oppose","Not","Oppose","Oppose","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",20,"No","F","Republican","Forsyth","White","Cell","Piedmont-Triad",1,"High","White","Republican","Piedmont-Triad",1.6048356294632,1,0.96973247,1.58054842418327
"81","Favorable","Unfavorable","Hillary Clinton, the Democrat","[DO NOT READ] Someone else (specify)","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Favor","Disapprove","Oppose","Support","Real threat","Oppose","Oppose","Independent (No party)","Ten (definitely will vote)","Very likely","Some college or trade school","[DO NOT READ] Other/Something else (specify)","Cell Phone Only",29,"No","F","Non-Partisan","Buncombe","White","Cell","Western",1,"Low","White","Other","Western",0.660310864448547,1,0.415766377,0.467422960127029
"82","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Not","Support","Support","Republican","Ten (definitely will vote)","Very likely","High school","Caucasian/White","Landline and Cell Phone",30,"No","M","Non-Partisan","Johnston","White","Cell","North Central",2,"Middle","White","Other","North Central",1.37628102302551,1,0.777455028,1.22313881215884
"83","Favorable","Unfavorable","Hillary Clinton, the Democrat","Gary Johnson, the Libertarian","[DO NOT READ] Don't know/No opinion","Pat McCrory, the Republican","[DO NOT READ] Don't know/No opinion","[DO NOT READ] Don't know/No opinion","Oppose","Oppose","Real threat","Oppose","Oppose","Republican","Ten (definitely will vote)","Almost certain","Some college or trade school","Caucasian/White","Landline and Cell Phone",80,"No","F","Republican","Jackson","White","Landline","Western",4,"High","White","Republican","Western",0.670420348644257,1,0.877616904,0.629396289700015
"84","Unfavorable","Favorable","Donald Trump, the Republican","Donald Trump, the Republican","Richard Burr, the Republican","Pat McCrory, the Republican","Oppose","Disapprove","Support","Oppose","Real threat","Oppose","Support","Independent (No party)","Ten (definitely will vote)","Almost certain","High school","Caucasian/White","Cell Phone Only",21,"No","F","Non-Partisan","Watauga","White","Cell","Western",1,"Low","White","Other","Western",0.660310864448547,1,0.400049929,0.462234089444559
"85","Unfavorable","Unfavorable","Hillary Clinton, the Democrat","Gary Johnson, the Libertarian","Deborah Ross, the Democrat","Roy Cooper, the Democrat","Oppose","Approve","Oppose","Support","Real threat","Oppose","Oppose","Independent (No party)","Eight","Somewhat likely","Some college or trade school","Caucasian/White","Cell Phone Only",39,"No","M","Democratic","Forsyth","White","Cell","Piedmont-Triad",2,"Low","White","Democratic","Piedmont-Triad",0.68257349729538,0,0.462903057,0.157982679262606
